indice_tiempo,precio_futuro_londres_marzo,precio_futuro_londres_mayo,precio_futuro_londres_agosto,precio_futuro_londres_octubre,precio_futuro_londres_diciembre,precio_futuro_nueva_york_marzo,precio_futuro_nueva_york_mayo,precio_futuro_nueva_york_julio,precio_futuro_nueva_york_octubre
2015-11-19,,,,,,,,,
2015-11-20,409.70,411.60,,,,15.30,14.93,14.64,
2015-11-21,,,,,,,,,
2015-11-22,,,,,,,,,
2015-11-23,413.40,414.60,,,,15.41,15.02,14.70,
2015-11-24,405.30,406.80,,,,15.00,14.64,14.35,
2015-11-25,402.80,404.50,,,,14.91,14.53,14.26,
2015-11-26,404.60,406.00,,,,14.97,14.56,14.27,
2015-11-27,404.60,406.00,,,,14.97,14.56,14.27,
2015-11-28,,,,,,,,,
2015-11-29,,,,,,,,,
2015-11-30,403.00,404.10,,,,14.93,14.46,14.16,
2015-12-01,414.00,414.10,,,,15.44,14.96,14.65,
2015-12-02,412.30,412.50,,,,15.34,14.88,14.53,
2015-12-03,417.00,417.20,,,,15.58,15.12,14.77,
2015-12-04,,,,,,14.48,15.02,14.66,
2015-12-05,,,,,,,,,
2015-12-06,,,,,,,,,
2015-12-07,412.40,413.10,,,,15.30,14.89,14.57,
2015-12-08,406.10,406.00,,,,15.00,14.59,14.27,
2015-12-09,408.90,408.60,,,,15.09,14.68,14.35,
2015-12-10,398.20,397.20,,,,14.55,14.18,13.89,
2015-12-11,399.20,397.80,,,,14.58,14.22,13.94,
2015-12-12,,,,,,,,,
2015-12-13,,,,,,,,,
2015-12-14,401.40,399.40,,,,14.51,14.14,13.88,
2015-12-15,401.40,399.40,,,,14.59,14.24,13.97,
2015-12-16,401.50,399.70,,,,14.59,14.28,14.03,
2015-12-17,406.20,404.80,,,,14.70,14.39,14.14,
2015-12-18,413.70,412.10,,,,15.10,14.71,14.41,
2015-12-19,,,,,,,,,
2015-12-20,,,,,,,,,
2015-12-21,411.00,409.10,,,,14.97,14.59,14.28,
2015-12-22,411.60,409.60,,,,15.04,14.65,14.34,
2015-12-23,413.80,412.00,,,,15.15,14.76,14.44,
2015-12-24,414.80,412.80,,,,15.06,14.69,14.40,
2015-12-25,,,,,,,,,
2015-12-26,,,,,,,,,
2015-12-27,,,,,,,,,
2015-12-28,,,,,,14.76,14.40,14.13,
2015-12-29,410.60,408.20,,,,14.78,14.44,14.20,
2015-12-30,419.00,415.10,,,,15.15,14.76,14.48,
2015-12-31,422.20,417.80,,,,15.24,14.92,14.64,
2016-01-01,,,,,,,,,
2016-01-02,,,,,,,,,
2016-01-03,,,,,,,,,
2016-01-04,,,,,,14.97,14.65,14.39,
2016-01-05,,,,,,14.57,14.25,13.99,
2016-01-06,,,,,,14.42,14.12,13.88,
2016-01-07,,,,,,14.75,14.45,14.19,
2016-01-08,419.70,412.70,,,,14.46,14.18,13.94,
2016-01-09,,,,,,,,,
2016-01-10,,,,,,,,,
2016-01-11,414.80,408.40,,,,14.15,13.91,13.70,
2016-01-12,412.50,405.80,,,,14.05,13.78,13.56,
2016-01-13,423.00,414.20,,,,14.47,14.11,13.87,
2016-01-14,428.40,419.90,,,,14.88,14.44,14.17,
2016-01-15,427.20,418.60,,,,14.92,14.48,14.17,
2016-01-16,,,,,,,,,
2016-01-17,,,,,,,,,
2016-01-18,426.80,418.80,,,,,,,
2016-01-19,425.30,417.50,,,,14.75,14.41,14.14,
2016-01-20,417.80,409.00,,,,14.18,13.91,13.69,
2016-01-21,427.20,417.10,,,,14.45,14.16,13.93,
2016-01-22,428.50,417.90,,,,14.42,14.17,13.94,
2016-01-23,,,,,,,,,
2016-01-24,,,,,,,,,
2016-01-25,421.00,412.40,,,,14.10,13.94,13.76,
2016-01-26,419.40,410.40,,,,14.02,13.87,13.72,
2016-01-27,414.70,403.90,,,,13.58,13.55,13.44,
2016-01-28,407.20,396.90,,,,13.25,13.25,13.23,
2016-01-29,407.00,394.00,,,,13.14,13.08,13.05,
2016-01-30,,,,,,,,,
2016-01-31,,,,,,,,,
2016-02-01,402.10,391.40,,,,12.83,12.88,12.90,
2016-02-02,402.80,392.00,,,,12.99,12.97,12.97,
2016-02-03,399.40,388.20,,,,12.89,12.84,12.81,
2016-02-04,392.10,380.00,,,,12.89,12.84,12.76,
2016-02-05,,,,,,13.27,13.14,13.02,
2016-02-06,,,,,,,,,
2016-02-07,,,,,,,,,
2016-02-08,,,,,,13.45,13.35,13.26,
2016-02-09,402.90,392.50,,,,13.39,13.35,13.30,
2016-02-10,400.70,391.20,,,,13.38,13.33,13.31,
2016-02-11,386.10,380.70,,,,13.07,13.02,13.00,
2016-02-12,382.50,378.50,,,,13.15,13.12,13.07,
2016-02-13,,,,,,,,,
2016-02-14,,,,,,,,,
2016-02-15,,380.00,376.80,,,,,,
2016-02-16,,375.10,375.40,,,13.22,13.20,13.17,
2016-02-17,,373.40,373.70,,,13.16,13.15,13.12,
2016-02-18,,369.90,368.30,,,12.78,12.85,12.85,
2016-02-19,,368.40,366.90,,,12.52,12.67,12.75,
2016-02-20,,,,,,,,,
2016-02-21,,,,,,,,,
2016-02-22,,373.20,371.50,,,12.61,12.76,12.81,
2016-02-23,,395.90,392.50,,,14.00,13.90,13.78,
2016-02-24,,398.90,395.00,,,13.97,13.88,13.79,
2016-02-25,,401.10,397.80,,,14.24,14.20,14.07,
2016-02-26,,403.20,399.60,,,13.91,14.00,13.90,
2016-02-27,,,,,,,,,
2016-02-28,,,,,,,,,
2016-02-29,,406.90,403.60,,,14.36,14.20,14.31,
2016-03-01,,407.90,404.30,,,14.39,14.25,14.38,
2016-03-02,,,,,,,,,
2016-03-03,,420.90,416.50,,,,14.84,14.67,14.79
2016-03-04,,423.80,418.70,,,,14.83,14.70,14.83
2016-03-05,,,,,,,,,
2016-03-06,,,,,,,,,
2016-03-07,,421.60,417.00,,,,14.66,14.61,14.77
2016-03-08,,426.10,421.60,,,,14.86,14.78,14.95
2016-03-09,,422.70,418.20,,,,14.63,14.58,14.76
2016-03-10,,426.80,422.40,,,,14.82,14.79,14.98
2016-03-11,,433.40,428.70,,,,15.13,15.06,15.22
2016-03-12,,,,,,,,,
2016-03-13,,,,,,,,,
2016-03-14,,438.50,434.60,,,,15.42,15.33,15.46
2016-03-15,,439.00,434.50,,,,15.32,15.27,15.42
2016-03-16,,443.20,438.30,,,,15.47,15.41,15.54
2016-03-17,,452.70,446.40,,,,15.99,15.91,16.01
2016-03-18,,450.80,445.00,,,,15.97,15.91,16.03
2016-03-19,,,,,,,,,
2016-03-20,,,,,,,,,
2016-03-21,,457.60,451.20,,,,16.29,16.19,16.26
2016-03-22,,463.40,456.40,,,,16.58,16.43,16.47
2016-03-23,,,,,,,16.71,16.59,16.65
2016-03-24,,,,,,,15.87,15.88,16.02
2016-03-25,,,,,,,,,
2016-03-26,,,,,,,,,
2016-03-27,,,,,,,,,
2016-03-28,,454.40,447.60,,,,15.94,16.03,16.18
2016-03-29,,453.20,447.30,,,,15.86,15.94,16.10
2016-03-30,,454.40,448.50,,,,15.87,15.96,16.08
2016-03-31,,444.70,440.20,,,,15.35,15.45,15.61
2016-04-01,,436.80,434.60,,,,15.18,15.27,15.41
2016-04-02,,,,,,,,,
2016-04-03,,,,,,,,,
2016-04-04,,423.20,424.90,,,,14.64,14.82,15.03
2016-04-05,,419.30,424.00,,,,14.64,14.79,14.99
2016-04-06,,419.40,423.10,,,,14.62,14.77,14.96
2016-04-07,,422.30,423.10,,,,14.43,14.61,14.83
2016-04-08,,428.70,430.20,,,,14.69,14.88,15.10
2016-04-09,,,,,,,,,
2016-04-10,,,,,,,,,
2016-04-11,,413.30,418.20,,,,14.15,14.39,14.65
2016-04-12,,411.90,417.20,,,,14.07,14.34,14.60
2016-04-13,,411.80,416.70,,,,14.01,14.29,14.56
2016-04-14,,421.30,418.90,,,,14.13,14.37,14.64
2016-04-15,,440.00,436.50,,,,15.04,15.20,15.41
2016-04-16,,,,,,,,,
2016-04-17,,,,,,,,,
2016-04-18,,,447.60,443.30,,,15.35,15.54,15.74
2016-04-19,,,445.70,441.80,,,15.17,15.42,15.66
2016-04-20,,,456.50,452.90,,,15.57,15.81,16.06
2016-04-21,,,458.20,453.70,,,15.58,15.79,16.05
2016-04-22,,,453.30,448.40,,,15.26,15.47,15.75
2016-04-23,,,,,,,,,
2016-04-24,,,,,,,,,
2016-04-25,,,460.40,455.50,,,15.63,15.89,16.18
2016-04-26,,,464.00,459.30,,,15.77,16.05,16.32
2016-04-27,,,460.80,456.30,,,15.55,15.84,16.17
2016-04-28,,,457.70,453.40,,,15.32,15.71,16.06
2016-04-29,,,467.40,463.40,,,16.16,16.32,16.59
2016-04-30,,,,,,,,,
2016-05-01,,,,,,,,,
2016-05-02,,,467.40,463.40,,,16.21,16.53,17.02
2016-05-03,,,467.90,463.10,,16.99,,16.25,16.53
2016-05-04,,,476.80,472.30,,17.33,,16.65,16.90
2016-05-05,,,461.20,457.20,,16.64,,15.84,16.16
2016-05-06,,,458.40,454.70,,16.60,,15.74,16.09
2016-05-07,,,,,,,,,
2016-05-08,,,,,,,,,
2016-05-09,,,462.70,459.00,,16.78,,15.88,16.26
2016-05-10,,,465.20,461.30,,16.91,,16.02,16.39
2016-05-11,,,479.80,475.60,,17.53,,16.77,17.08
2016-05-12,,,484.14,479.50,,17.60,,16.98,17.21
2016-05-13,,,478.10,474.00,,17.40,,16.74,16.99
2016-05-14,,,,,,,,,
2016-05-15,,,,,,,,,
2016-05-16,,,480.70,476.70,,17.52,,16.89,17.12
2016-05-17,,,479.90,476.50,,17.51,,16.82,17.10
2016-05-18,,,476.80,475.60,,17.52,,16.81,17.08
2016-05-19,,,473.50,473.40,,17.48,,16.70,16.99
2016-05-20,,,481.20,481.00,,17.77,,17.07,17.33
2016-05-21,,,,,,,,,
2016-05-22,,,,,,,,,
2016-05-23,,,472.90,473.90,,17.54,,16.80,17.09
2016-05-24,,,468.70,470.00,,17.45,,16.61,16.96
2016-05-25,,,479.70,481.50,,17.85,,17.16,17.43
2016-05-26,,,,,,18.00,,17.42,17.63
2016-05-27,,,,,,17.95,,17.52,17.68
2016-05-28,,,,,,,,,
2016-05-29,,,,,,,,,
2016-05-30,,,,,,,,,
2016-05-31,,,483.80,485.00,,17.93,,17.49,17.66
2016-06-01,,,481.60,484.00,,17.96,,17.41,17.60
2016-06-02,,,494.80,495.40,,18.30,,18.08,18.10
2016-06-03,,,507.30,507.00,,18.78,,18.75,18.78
2016-06-04,,,,,,,,,
2016-06-05,,,,,,,,,
2016-06-06,,,507.70,508.50,,18.94,,18.78,18.87
2016-06-07,,,513.90,514.10,,19.23,,19.00,19.12
2016-06-08,,,527.70,527.30,,19.73,,19.61,19.66
2016-06-09,,,528.70,528.20,,19.80,,19.74,19.80
2016-06-10,,,529.00,528.60,,19.80,,19.70,19.73
2016-06-11,,,,,,,,,
2016-06-12,,,,,,,,,
2016-06-13,,,527.50,527.10,,19.75,,19.54,19.64
2016-06-14,,,526.10,525.10,,19.56,,19.34,19.42
2016-06-15,,,535.00,534.20,,19.93,,19.76,19.85
2016-06-16,,,532.20,531.40,,19.84,,19.68,19.76
2016-06-17,,,536.00,535.10,,20.02,,19.76,19.90
2016-06-18,,,,,,,,,
2016-06-19,,,,,,,,,
2016-06-20,,,536.40,534.10,,19.89,,19.69,19.76
2016-06-21,,,531.20,527.40,,19.54,,19.24,19.34
2016-06-22,,,530.70,526.20,,19.43,,19.04,19.17
2016-06-23,,,533.70,529.30,,19.47,,19.04,19.19
2016-06-24,,,531.90,528.50,,19.37,,19.00,19.16
2016-06-25,,,,,,,,,
2016-06-26,,,,,,,,,
2016-06-27,,,541.60,537.20,,19.79,,19.48,19.64
2016-06-28,,,548.10,544.70,,20.04,,19.81,19.94
2016-06-29,,,568.20,565.00,,21.02,,20.82,21.01
2016-06-30,,,552.50,551.10,,20.43,,20.15,20.33
2016-07-01,,,564.00,564.00,,19.72,,20.78,20.84
2016-07-02,,,,,,,,,
2016-07-03,,,,,,,,,
2016-07-04,,,564.90,564.00,,,,,
2016-07-05,,,571.70,567.20,,19.87,,20.87,20.94
2016-07-06,,,563.50,559.90,,19.76,,20.57,20.76
2016-07-07,,,547.10,543.60,,19.16,,19.73,20.00
2016-07-08,,,542.70,540.80,,19.08,,19.57,19.81
2016-07-09,,,,,,,,,
2016-07-10,,,,,,,,,
2016-07-11,,,557.80,556.30,,20.45,19.66,,20.28
2016-07-12,,,543.20,544.20,,19.97,19.22,,19.72
2016-07-13,,,533.50,538.80,,19.75,19.06,,19.48
2016-07-14,,,523.70,544.60,,20.09,19.34,,19.91
2016-07-15,,,533.60,531.10,,19.58,18.97,,19.31
2016-07-16,,,,,,,,,
2016-07-17,,,,,,,,,
2016-07-18,,,534.00,531.50,,19.64,19.02,,19.37
2016-07-19,,,535.50,533.40,,19.62,19.02,,19.36
2016-07-20,,,533.90,532.30,,19.56,18.96,,19.28
2016-07-21,,,539.70,538.50,,19.81,19.13,,19.56
2016-07-22,,,537.80,538.60,,19.83,19.17,,19.59
2016-07-23,,,,,,,,,
2016-07-24,,,,,,,,,
2016-07-25,,,537.50,541.00,,20.09,19.31,,19.89
2016-07-26,,,528.50,530.70,,19.76,19.03,,19.52
2016-07-27,,,522.00,524.20,,19.39,18.76,,19.10
2016-07-28,,,518.10,520.50,,19.18,18.59,,18.80
2016-07-29,,,,528.40,529.40,19.44,18.86,,19.05
2016-07-30,,,,,,,,,
2016-07-31,,,,,,,,,
2016-08-01,,,,520.70,522.70,19.24,18.68,,18.81
2016-08-02,,,,528.40,529.60,19.48,18.89,,19.05
2016-08-03,,,,528.40,528.80,19.45,18.88,,19.04
2016-08-04,,,,542.70,541.70,20.07,19.38,,19.70
2016-08-05,,,,551.40,553.50,20.71,20.02,,20.35
2016-08-06,,,,,,,,,
2016-08-07,,,,,,,,,
2016-08-08,,,,553.10,555.70,20.95,20.28,,20.55
2016-08-09,,,,549.40,551.90,20.82,20.21,,20.39
2016-08-10,,,,530.50,533.40,20.11,19.65,,19.64
2016-08-11,,,,532.70,535.90,20.09,19.61,,19.60
2016-08-12,,,,534.10,537.20,20.20,19.70,,19.71
2016-08-13,,,,,,,,,
2016-08-14,,,,,,,,,
2016-08-15,,,,540.30,542.90,20.45,19.92,,19.98
2016-08-16,,,,544.50,547.60,20.21,19.69,,19.72
2016-08-17,,,,530.70,536.00,20.46,19.93,,19.98
2016-08-18,,,,535.60,541.40,20.28,19.82,,19.77
2016-08-19,,,,525.30,533.40,20.28,19.82,,19.77
2016-08-20,,,,,,,,,
2016-08-21,,,,,,,,,
2016-08-22,,,,538.40,545.30,20.88,20.34,,20.42
2016-08-23,,,,542.10,549.60,21.16,20.53,,20.73
2016-08-24,,,,529.90,538.60,20.73,20.15,,20.22
2016-08-25,,,,538.70,546.70,21.02,20.41,,20.55
2016-08-26,,,,540.20,549.10,21.09,20.49,,20.61
2016-08-27,,,,,,,,,
2016-08-28,,,,,,,,,
2016-08-29,,,,540.20,549.10,21.15,20.54,,20.67
2016-08-30,,,,537.50,545.30,21.01,20.42,,20.52
2016-08-31,,,,529.10,537.30,20.06,20.56,,20.04
2016-09-01,,,,530.80,536.70,20.18,19.72,,19.59
2016-09-02,,,,539.00,543.60,20.77,20.25,,20.18
2016-09-03,,,,,,,,,
2016-09-04,,,,,,,,,
2016-09-05,,,,540.20,544.70,,,,
2016-09-06,,,,539.20,546.40,20.85,20.34,,20.22
2016-09-07,,,,538.10,546.70,20.90,20.45,,20.29
2016-09-08,,,,541.40,548.10,20.88,20.45,,20.22
2016-09-09,,,,541.20,544.20,20.69,20.29,,19.99
2016-09-10,,,,,,,,,
2016-09-11,,,,,,,,,
2016-09-12,,,,556.70,549.80,20.85,20.41,,20.24
2016-09-13,,,,560.70,557.40,20.96,20.47,,20.43
2016-09-14,,,,539.50,546.40,20.73,20.27,,20.13
2016-09-15,556.00,,,,553.70,21.16,20.68,,20.48
2016-09-16,583.40,,,,583.40,22.47,21.59,,21.78
2016-09-17,,,,,,,,,
2016-09-18,,,,,,,,,
2016-09-19,588.60,,,,587.40,22.75,21.89,,22.10
2016-09-20,590.10,,,,588.30,22.70,21.94,,22.13
2016-09-21,591.70,,,,590.50,22.76,21.99,,22.20
2016-09-22,592.80,,,,591.70,22.67,21.92,,22.17
2016-09-23,593.90,,,,592.20,22.70,22.03,,22.13
2016-09-24,,,,,,,,,
2016-09-25,,,,,,,,,
2016-09-26,600.70,,,,598.90,23.12,22.37,,22.54
2016-09-27,607.10,,,,605.20,23.44,22.60,,23.02
2016-09-28,612.80,,,,612.00,23.78,22.85,,23.27
2016-09-29,604.50,,,,602.70,23.35,22.48,,22.76
2016-09-30,597.90,,,,597.20,23.00,22.16,,22.53
2016-10-01,,,,,,,,,
2016-10-02,,,,,,,,,
2016-10-03,589.20,,,,588.30,22.67,21.95,21.17,
2016-10-04,598.40,,,,595.50,23.26,22.44,21.56,
2016-10-05,608.60,,,,604.50,23.81,22.91,21.96,
2016-10-06,594.00,,,,590.50,23.11,22.31,21.46,
2016-10-07,601.70,,,,598.70,23.42,22.63,21.82,
2016-10-08,,,,,,,,,
2016-10-09,,,,,,,,,
2016-10-10,595.90,,,,592.30,23.13,22.37,21.62,
2016-10-11,600.10,,,,597.90,23.29,22.49,21.73,
2016-10-12,596.50,,,,594.00,23.15,22.43,21.75,
2016-10-13,593.40,,,,592.70,22.92,22.26,21.64,
2016-10-14,593.40,,,,593.60,22.91,22.24,21.57,
2016-10-15,,,,,,,,,
2016-10-16,,,,,,,,,
2016-10-17,601.10,,,,604.30,23.16,22.46,21.72,
2016-10-18,596.40,,,,597.90,23.02,22.35,21.62,
2016-10-19,593.30,,,,594.10,22.95,22.29,21.58,
2016-10-20,590.00,,,,593.40,22.62,21.99,21.30,
2016-10-21,590.00,,,,593.40,22.71,22.07,21.37,
2016-10-22,,,,,,,,,
2016-10-23,,,,,,,,,
2016-10-24,601.60,,,,605.50,23.20,22.53,21.75,
2016-10-25,593.90,,,,596.40,22.93,22.28,21.54,
2016-10-26,590.80,,,,595.70,22.67,22.11,21.44,
2016-10-27,591.10,,,,596.80,22.59,22.03,21.39,
2016-10-28,582.80,,,,589.50,22.16,21.61,21.00,
2016-10-29,,,,,,,,,
2016-10-30,,,,,,,,,
2016-10-31,571.00,,,,579.40,21.57,21.11,20.56,
2016-11-01,567.20,,,,560.70,21.19,20.80,20.28,
2016-11-02,569.90,,,,574.00,21.70,21.16,20.53,
2016-11-03,564.10,,,,568.20,21.48,21.00,20.40,
2016-11-04,569.90,,,,574.40,21.73,21.19,20.57,
2016-11-05,,,,,,,,,
2016-11-06,,,,,,,,,
2016-11-07,579.40,,,,580.70,22.27,21.65,20.93,
2016-11-08,574.00,,,,576.10,21.97,21.34,20.58,
2016-11-09,577.70,,,,582.30,22.11,21.55,20.85,
2016-11-10,568.90,,,,575.00,21.65,21.07,20.34,
2016-11-11,570.50,,,,575.00,21.70,21.07,20.28,
2016-11-12,,,,,,,,,
2016-11-13,,,,,,,,,
2016-11-14,567.30,,,,569.00,21.63,20.96,20.11,
2016-11-15,554.70,,,,560.30,21.15,20.59,19.84,
2016-11-16,541.20,535.80,,,,20.36,19.87,19.24,
2016-11-17,537.90,532.50,,,,20.22,19.71,19.08,
2016-11-18,535.90,529.90,,,,20.15,19.62,18.99,
2016-11-19,,,,,,,,,
2016-11-20,,,,,,,,,
2016-11-21,538.30,532.60,,,,20.35,19.79,19.17,
2016-11-22,526.50,521.30,,,,19.75,19.28,18.74,
2016-11-23,522.40,516.70,,,,19.58,19.08,18.55,
2016-11-24,522.40,516.60,,,,,,,
2016-11-25,527.50,520.80,,,,19.84,19.26,18.66,
2016-11-26,,,,,,,,,
2016-11-27,,,,,,,,,
2016-11-28,,,,,,,,,
2016-11-29,526.40,520.10,,,,19.81,19.27,18.66,
2016-11-30,,,,,,,,,
2016-12-01,515.30,510.10,,,,19.36,18.89,18.37,
2016-12-02,509.40,504.60,,,,19.12,18.66,18.20,
2016-12-03,,,,,,,,,
2016-12-04,,,,,,,,,
2016-12-05,506.60,500.70,,,,18.94,18.48,18.04,
2016-12-06,519.90,513.00,,,,19.51,18.98,18.45,
2016-12-07,517.05,517.05,,,,19.10,19.10,19.10,
2016-12-08,515.30,510.10,,,,19.45,18.96,18.41,
2016-12-09,512.00,506.00,,,,19.24,18.78,18.22,
2016-12-10,,,,,,,,,
2016-12-11,,,,,,,,,
2016-12-12,513.40,507.40,,,,19.25,18.81,18.26,
2016-12-13,499.20,495.60,,,,18.60,18.33,17.94,
2016-12-14,485.70,483.40,,,,18.03,17.82,17.55,
2016-12-15,498.20,495.40,,,,18.56,18.32,18.03,
2016-12-16,492.40,489.50,,,,18.22,18.04,17.82,
2016-12-17,,,,,,,,,
2016-12-18,,,,,,,,,
2016-12-19,490.10,488.50,,,,18.23,18.05,17.83,
2016-12-20,492.60,489.90,,,,18.25,18.06,17.84,
2016-12-21,491.80,488.60,,,,18.20,18.00,17.81,
2016-12-22,490.60,487.50,,,,18.16,17.95,17.70,
2016-12-23,491.00,487.50,,,,18.15,17.97,17.76,
2016-12-24,,,,,,,,,
2016-12-25,,,,,,,,,
2016-12-26,,,,,,,,,
2016-12-27,491.00,487.50,,,,18.54,18.30,18.03,
2016-12-28,509.20,503.80,,,,18.99,18.74,18.39,
2016-12-29,520.90,515.30,,,,19.49,19.22,18.81,
2016-12-30,,,,,,,,,
2016-12-31,,,,,,,,,
2017-01-01,,,,,,,,,
2017-01-02,524.20,518.00,,,,19.51,19.25,18.85,
2017-01-03,542.90,536.30,,,,20.51,20.12,19.58,
2017-01-04,550.20,544.30,,,,20.89,20.41,19.79,
2017-01-05,546.50,543.80,,,,20.78,20.43,19.95,
2017-01-06,543.40,541.60,,,,20.75,20.41,19.92,
2017-01-07,,,,,,,,,
2017-01-08,,,,,,,,,
2017-01-09,538.20,538.00,,,,20.42,20.23,19.86,
2017-01-10,536.40,537.40,,,,20.48,20.31,19.94,
2017-01-11,539.10,539.60,,,,20.56,20.38,19.98,
2017-01-12,539.40,540.90,,,,20.76,20.52,20.12,
2017-01-13,534.60,538.50,,,,20.52,20.35,20.05,
2017-01-14,,,,,,,,,
2017-01-15,,,,,,,,,
2017-01-16,534.00,536.50,,,,,,,
2017-01-17,538.40,540.90,,,,20.73,20.55,20.20,
2017-01-18,542.50,544.70,,,,20.98,20.80,20.36,
2017-01-19,530.70,534.70,,,,20.18,20.22,19.88,
2017-01-20,530.40,535.00,,,,20.18,20.22,19.93,
2017-01-21,,,,,,,,,
2017-01-22,,,,,,,,,
2017-01-23,541.00,544.80,,,,20.64,20.63,20.29,
2017-01-24,540.90,544.70,,,,20.58,20.64,20.34,
2017-01-25,535.80,540.00,,,,20.34,20.40,20.13,
2017-01-26,537.30,541.50,,,,20.36,20.36,20.10,
2017-01-27,537.50,541.70,,,,20.33,20.36,20.10,
2017-01-28,,,,,,,,,
2017-01-29,,,,,,,,,
2017-01-30,538.00,542.00,,,,20.31,20.37,20.12,
2017-01-31,540.00,544.20,,,,20.45,20.46,20.20,
2017-02-01,546.50,550.30,,,,20.84,20.70,20.40,
2017-02-02,542.90,546.90,,,,20.55,20.51,20.26,
2017-02-03,550.90,555.70,,,,21.11,20.91,20.58,
2017-02-04,,,,,,,,,
2017-02-05,,,,,,,,,
2017-02-06,553.80,558.20,,,,20.72,20.63,20.33,
2017-02-07,542.00,548.30,,,,20.76,20.73,20.43,
2017-02-08,544.40,550.90,,,,20.65,20.65,20.34,
2017-02-09,536.90,548.10,,,,20.42,20.43,20.15,
2017-02-10,528.60,541.10,,,,20.00,19.99,19.77,
2017-02-11,,,,,,,,,
2017-02-12,,,,,,,,,
2017-02-13,532.40,537.30,,,,20.47,20.37,20.11,
2017-02-14,548.80,542.20,,,,20.48,20.43,20.16,
2017-02-15,553.50,545.20,,,,20.36,20.30,20.05,
2017-02-16,551.70,543.80,,,,20.36,20.30,20.05,
2017-02-17,550.10,542.00,,,,20.30,20.26,20.03,
2017-02-18,,,,,,,,,
2017-02-19,,,,,,,,,
2017-02-20,554.30,546.00,,,,,,,
2017-02-21,,,,,,,,,
2017-02-22,,,,,,,,,
2017-02-23,,,,,,,,,
2017-02-24,,,,,,,,,
2017-02-25,,,,,,,,,
2017-02-26,,,,,,,,,
2017-02-27,528.20,520.10,,,,19.09,19.15,19.01,
2017-02-28,532.60,522.20,,,,19.31,19.23,19.06,
2017-03-01,539.40,529.30,,,,19.48,19.34,19.35,
2017-03-02,,543.60,533.50,,,,19.66,19.46,19.43
2017-03-03,,541.90,532.50,,,,19.52,19.33,19.31
2017-03-04,,,,,,,,,
2017-03-05,,,,,,,,,
2017-03-06,,534.00,525.90,,,,19.15,19.04,19.10
2017-03-07,,520.30,512.80,,,,18.40,18.41,18.55
2017-03-08,,520.70,512.50,,,,18.40,18.38,18.51
2017-03-09,,509.90,502.20,,,,18.00,18.02,18.18
2017-03-10,,512.40,504.80,,,,18.22,18.19,18.29
2017-03-11,,,,,,,,,
2017-03-12,,,,,,,,,
2017-03-13,,513.10,505.70,,,,18.18,18.15,18.24
2017-03-14,,512.60,504.80,,,,18.16,18.09,18.17
2017-03-15,,513.80,505.20,,,,18.23,18.17,18.23
2017-03-16,,510.30,502.30,,,,18.25,18.17,18.22
2017-03-17,,509.50,501.60,,,,18.17,18.10,18.17
2017-03-18,,,,,,,,,
2017-03-19,,,,,,,,,
2017-03-20,,495.70,491.20,,,,17.70,17.69,17.80
2017-03-21,,485.90,482.30,,,,17.29,17.32,17.48
2017-03-22,,488.30,483.30,,,,17.30,17.29,17.42
2017-03-23,,498.80,492.00,,,,17.60,17.59,17.72
2017-03-24,,501.00,493.70,,,,17.71,17.69,17.81
2017-03-25,,,,,,,,,
2017-03-26,,,,,,,,,
2017-03-27,,497.90,492.70,,,,17.70,17.68,17.79
2017-03-28,,495.30,490.60,,,,17.56,17.60,17.77
2017-03-29,,485.30,482.50,,,,17.12,17.22,17.47
2017-03-30,,479.00,476.70,,,,16.81,16.94,17.19
2017-03-31,,477.20,475.00,,,,16.76,16.88,17.11
2017-04-01,,,,,,,,,
2017-04-02,,,,,,,,,
2017-04-03,,473.40,470.70,,,,16.54,16.68,16.98
2017-04-04,,464.30,462.10,,,,16.16,16.33,16.65
2017-04-05,,464.20,459.70,,,,16.10,16.24,16.52
2017-04-06,,473.60,466.10,,,,16.45,16.49,16.73
2017-04-07,,484.00,472.70,,,,16.77,16.74,16.88
2017-04-08,,,,,,,,,
2017-04-09,,,,,,,,,
2017-04-10,,478.80,471.80,,,,16.63,16.62,16.80
2017-04-11,,484.20,473.20,,,,16.72,16.76,16.93
2017-04-12,,479.70,472.60,,,,16.70,16.74,16.87
2017-04-13,,478.30,470.30,,,,16.60,16.57,16.65
2017-04-14,,,,,,,,,
2017-04-15,,,,,,,,,
2017-04-16,,,,,,,,,
2017-04-17,,470.30,455.50,,,,16.47,16.52,16.63
2017-04-18,,475.90,462.20,,,,16.70,16.83,16.95
2017-04-19,,469.30,457.00,,,,16.42,16.52,16.71
2017-04-20,,467.90,454.80,,,,16.33,16.41,16.58
2017-04-21,,471.39,456.60,,,,16.41,16.51,16.64
2017-04-22,,,,,,,,,
2017-04-23,,,,,,,,,
2017-04-24,,469.29,454.20,,,,16.24,16.32,16.52
2017-04-25,,469.00,453.20,,,,16.18,16.28,16.48
2017-04-26,,453.30,439.40,,,,15.38,15.57,15.85
2017-04-27,,446.40,435.80,,,,15.18,15.43,15.68
2017-04-28,,,459.50,447.70,,16.86,,16.13,16.32
2017-04-29,,,,,,,,,
2017-04-30,,,,,,,,,
2017-05-01,,,459.50,447.70,,16.96,,16.18,16.40
2017-05-02,,,452.60,441.00,,16.79,,15.88,16.15
2017-05-03,,,450.20,438.10,,16.55,,15.77,16.02
